システムクロック時刻,ジャイロ角速度,左PWM,右PWM,電圧
10245,-16,18,14,5157
10249,-12,16,11,5157
10253,-14,15,10,5197
10257,-9,26,22,5197
10261,-4,24,20,5215
10265,-1,22,18,5215
10269,5,31,27,5188
10273,8,36,32,5188
10277,5,36,32,5140
10281,10,37,32,5140
10285,7,37,33,5111
10289,5,31,27,5111
10293,5,40,36,5116
10297,5,35,31,5116
10301,-6,27,23,5102
10305,-8,26,22,5102
10309,-5,22,18,5149
10313,-10,19,15,5149
10317,-8,22,18,5187
10321,-8,17,13,5187
10325,-11,15,12,5208
10329,-9,19,15,5208
10333,-2,20,16,5224
10337,4,22,18,5224
10341,6,28,24,5224
10345,15,40,36,5224
10349,12,35,31,5168
10353,12,39,35,5168
10357,10,34,30,5122
10361,9,37,33,5122
10365,2,33,29,5125
10369,1,28,24,5125
10373,-1,28,24,5132
10377,-5,20,16,5132
10381,-10,18,14,5163
10385,-11,12,8,5163
10389,-10,9,5,5221
10393,-3,24,20,5221
10397,4,27,23,5251
10401,2,22,18,5251
10405,12,35,31,5207
10409,13,34,30,5207
10413,16,36,32,5152
10417,21,46,42,5152
10421,23,53,49,5101
10425,18,40,36,5101
10429,18,47,42,5009
10433,14,47,43,5009
10437,2,33,28,5000
10441,4,31,27,5000
10445,-5,26,22,5083
10449,-5,28,24,5083
10453,-6,22,18,5122
10457,-12,19,15,5122
10461,-12,14,10,5158
10465,-8,20,16,5158
10469,2,32,28,5187
10473,2,28,24,5187
10477,12,35,31,5130
10481,19,47,43,5130
10485,19,46,42,5056
10489,18,44,40,5056
10493,15,47,43,4983
10497,12,49,44,4983
10501,10,51,46,4947
10505,5,42,37,4947
10509,-2,31,27,4917
10513,-8,35,30,4917
10517,-13,23,18,5026
10521,-9,22,17,5026
10525,-10,23,18,5089
10529,-9,25,21,5089
10533,-1,35,30,5108
10537,4,35,31,5108
10541,9,44,39,5050
10545,5,43,38,5050
10549,13,47,43,4988
10553,12,50,46,4988
10557,13,49,44,4923
10561,3,49,45,4923
10565,3,44,39,4884
10569,-9,34,29,4884
10573,-6,37,33,4933
10577,-14,29,25,4933
10581,-14,22,18,4998
10585,-18,26,21,4998
10589,-13,29,25,5075
10593,-19,16,12,5075
10597,-6,36,31,5083
10601,-1,34,30,5083
10605,7,51,46,5035
10609,4,42,38,5035
10613,2,43,39,4931
10617,6,48,44,4931
10621,2,46,41,4930
10625,-2,42,38,4930
10629,-2,43,38,4923
10633,-8,37,33,4923
10637,-12,32,28,4951
10641,-17,26,22,4951
10645,-17,25,20,5017
10649,-20,20,16,5017
10653,-20,19,15,5089
10657,-12,25,21,5089
10661,-12,25,21,5127
10665,-6,37,32,5127
10669,2,37,33,5085
10673,-2,35,30,5085
10677,4,42,37,5026
10681,4,43,38,5026
10685,-1,39,35,4986
10689,-1,39,35,4986
10693,-5,42,37,4987
10697,-9,29,26,4987
10701,-8,30,26,4997
10705,-19,19,15,4997
10709,-21,15,11,5081
10713,-17,24,20,5081
10717,-17,15,11,5141
10721,-13,25,21,5141
10725,-9,21,17,5161
10729,-7,23,19,5161
10733,3,33,29,5154
10737,4,35,31,5154
10741,2,29,25,5096
10745,2,37,33,5096
10749,3,32,28,5095
10753,-3,28,24,5095
10757,-10,22,18,5094
10761,-8,23,20,5094
10765,-13,12,8,5150
10769,-13,19,15,5150
10773,-14,17,13,5198
10777,-14,10,6,5198
10781,-7,18,13,5219
10785,2,27,23,5219
10789,10,30,26,5204
10793,10,40,36,5204
10797,8,34,29,5130
10801,15,36,32,5130
10805,11,37,32,5104
10809,2,24,20,5104
10813,2,33,29,5112
10817,1,27,23,5112
10821,0,22,18,5121
10825,-2,22,18,5121
10829,-8,12,8,5173
10833,-7,21,18,5173
10837,-2,20,17,5215
10841,1,25,22,5215
10845,0,20,17,5189
10849,5,22,18,5189
10853,8,28,25,5187
10857,12,30,26,5187
10861,13,29,25,5167
10865,15,36,32,5167
10869,15,41,36,5132
10873,15,38,34,5132
10877,11,39,35,5075
10881,9,34,30,5075
10885,9,31,27,5074
10889,3,29,25,5074
10893,1,24,20,5111
10897,0,26,22,5111
10901,-8,15,11,5141
10905,-7,18,14,5141
10909,-3,24,20,5190
10913,-3,20,16,5190
10917,6,31,27,5186
10921,9,31,27,5186
10925,19,39,35,5150
10929,21,40,36,5150
10933,23,49,45,5079
10937,19,44,40,5079
10941,19,50,46,5005
10945,16,51,47,5005
10949,10,43,39,4953
10953,5,42,37,4953
10957,-2,30,26,4971
10961,-5,30,26,4971
10965,-4,32,28,5055
10969,-9,22,18,5055
10973,-12,21,17,5073
10977,-12,16,12,5073
10981,-8,28,24,5128
10985,-1,29,25,5128
10989,2,29,24,5089
10993,4,34,30,5089
10997,11,38,34,5067
11001,10,48,43,5067
11005,9,43,39,5024
11009,14,51,47,5024
11013,10,44,40,4959
11017,2,40,35,4959
11021,0,40,35,4970
11025,-1,40,36,4970
11029,-5,31,26,4990
11033,-3,35,30,4990
11037,3,42,37,5026
11041,-3,38,33,5026
11045,9,51,46,4988
11049,6,50,45,4988
11053,12,52,47,4895
11057,15,65,60,4895
11061,7,52,47,4865
11065,9,56,51,4865
11069,3,51,46,4894
11073,-3,46,41,4894
11077,2,58,53,4919
11081,4,59,54,4919
11085,1,56,51,4856
11089,2,57,52,4856
11093,2,63,58,4872
11097,3,56,51,4872
11101,3,63,58,4891
11105,3,68,63,4891
11109,3,66,61,4893
11113,3,65,59,4893
11117,3,63,58,4907
11121,-9,56,51,4907
11125,-9,59,54,4919
11129,-19,45,40,4919
