システムクロック時刻,ジャイロ角速度,左PWM,右PWM,電圧
17,-12,15,-21,7356
21,-13,8,-29,7326
25,-13,7,-30,7326
29,-14,9,-28,7298
33,-14,7,-30,7299
37,-14,5,-32,7279
41,-16,2,-34,7280
45,-12,3,-33,7250
49,-12,2,-34,7251
53,-13,0,-36,7213
57,-9,-1,-39,7213
61,-7,0,-37,7203
65,-6,-3,-41,7205
69,-8,-4,-42,7155
73,-6,-2,-40,7156
77,-3,-4,-42,7108
81,-3,-7,-45,7108
85,-2,-9,-47,7108
89,1,-9,-47,7109
93,3,-10,-47,7069
97,4,-10,-48,7070
101,4,-11,-49,7052
105,2,-13,-51,7052
109,4,-13,-51,7022
113,5,-17,-55,7023
117,4,-18,-55,6993
121,7,-16,-53,6995
125,9,-19,-56,6947
129,10,-21,-59,6947
133,13,-22,-59,6927
137,11,-25,-63,6929
141,10,-23,-61,6861
145,10,-30,-68,6863
149,11,-68,-31,6843
153,8,-71,-34,6843
157,4,-75,-38,6805
161,9,-77,-40,6808
165,15,-74,-36,6680
169,5,-85,-48,6683
173,10,-86,-48,6673
177,22,-80,-42,6676
181,51,-66,-28,6550
185,60,-53,-15,6543
189,57,-52,-15,6729
193,60,-49,-12,6721
197,69,-41,-3,6887
201,76,-38,-1,6884
205,68,-36,1,6970
209,65,-41,-3,6969
213,71,2,-34,6999
217,71,5,-32,6995
221,55,-7,-45,7151
225,56,0,-38,7148
229,54,3,-34,7208
233,47,-1,-38,7208
237,38,-3,-40,7226
241,35,-6,-44,7225
245,34,0,-37,7245
249,28,-10,-48,7246
253,26,-5,-42,7236
257,29,-1,-39,7237
261,23,-4,-42,7237
265,22,0,-37,7237
269,20,-6,-43,7237
273,23,-3,-41,7237
277,23,1,-36,7237
281,26,2,-34,7237
285,27,7,-29,7237
289,28,3,-34,7237
293,29,8,-28,7247
297,33,15,-22,7247
301,36,16,-21,7247
305,36,16,-21,7247
309,39,22,-15,7247
313,39,25,-11,7248
317,38,28,-9,7238
321,42,33,-4,7238
325,41,35,-2,7218
329,39,35,-1,7220
